"R1"	"R2"	"R3"	"R4"	"R7"	"R8"	"R9"	"R10"	"R13"	"R15"	"R16"	"R19"	"R20"	"R21"
"13047"	2009	2421	2200	2145	1606	2750	2767	4067	2335	2330	2163	779	2998	2584
"723975"	0	1	0	0	0	0	0	0	0	0	1	0	0	0
"100861979"	0	0	0	1	0	0	0	0	0	3	0	0	0	0
"74576"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"59310"	0	0	2	0	0	0	0	0	0	0	0	0	0	1
"140709"	111	44	29	78	89	97	79	155	21	8	2	1	17	30
"67286"	213	272	153	179	132	259	254	178	177	141	177	51	240	222
"66752"	236	252	140	90	213	199	262	140	309	140	75	12	114	49
"66437"	1760	1644	1056	1224	1294	1711	2346	1370	1901	872	1408	226	2216	1669
"60363"	7438	6539	4319	2080	5857	6112	9429	3588	9500	5411	1931	454	7673	1337
"70103"	789	873	594	658	706	789	1002	885	696	373	749	119	869	792
"26433"	1044	945	680	926	802	1071	1366	1112	1159	517	1118	63	1313	1088
"735283"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"381677"	45	34	56	15	33	42	31	97	40	67	14	47	29	12
"11769"	2057	2600	981	1903	1530	2667	2467	1484	2164	675	3070	171	2577	2655
"18787"	135	146	437	337	61	107	536	218	60	106	668	19	138	514
"384309"	175	430	238	448	133	377	333	722	426	459	390	87	682	512
"666339"	1953	5968	2652	859	1656	4962	4735	1109	2060	5027	442	1335	4763	1222
"619309"	370	319	901	168	344	378	1301	453	703	824	165	40	911	123
"11423"	62	26	48	40	23	50	57	75	64	34	28	6	70	49
"70240"	115	86	64	95	79	89	93	164	86	49	75	13	101	92
"83701"	3567	3238	3505	3785	2950	2796	3840	5607	3225	3142	6265	1350	4510	4230
"22051"	35	29	28	40	23	47	52	51	49	21	83	0	79	51
"83704"	281	260	120	301	175	359	306	351	286	66	436	14	375	398
"13846"	3092	1844	2483	2719	2551	2605	4533	3163	4103	2171	3484	212	4037	2501
"22635"	406	237	360	356	202	222	528	201	522	245	500	31	421	471
"13856"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"74097"	202	159	91	269	192	255	288	448	240	81	262	14	253	305
"666372"	14	13	21	15	6	19	16	41	26	24	29	4	51	32
"57330"	623	387	497	511	352	536	824	829	740	460	858	61	1134	864
"14693"	4703	4437	2154	3956	3381	6586	6414	3532	5284	1452	5088	298	6341	5551
"83766"	4	1	1	0	0	1	0	5	2	1	0	3	0	0
"50765"	41	10	15	2	32	14	39	4	25	3	2	2	3	1
"68929"	358	307	233	204	278	346	348	293	346	203	334	58	354	279
"640050"	1212	851	916	1087	951	1005	1583	1446	1302	792	1004	552	1227	1348
"18542"	13	89	18	107	9	72	48	67	23	16	92	14	89	229
"71176"	19	33	38	16	15	41	37	25	35	28	20	1	40	36
"100504640"	1514	1745	1905	857	1432	1114	1670	1719	1310	1740	1157	1092	1057	876
"100316903"	24	11	7	7	13	38	24	4	29	13	31	6	58	30
"231798"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"751865"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16369"	0	4	0	0	0	0	0	0	1	0	1	0	0	0
"231801"	341	482	253	247	266	513	485	361	532	252	383	51	763	323
"624083"	2	2	4	1	1	5	1	10	4	0	8	0	5	2
"243300"	67	190	10	25	49	160	38	45	77	39	26	16	252	29
"78829"	1196	1401	595	984	1070	1915	1403	1316	1624	545	1045	109	1770	1105
"69871"	166	141	92	110	158	234	297	97	167	50	238	8	216	182
"231803"	946	671	562	941	717	926	1215	1595	1042	509	901	41	1116	957
"381678"	37	20	62	41	41	54	56	171	68	86	23	8	45	25
"231805"	0	0	0	0	0	2	0	1	1	0	1	0	3	0
"170741"	0	1	0	4	0	1	4	0	0	0	1	0	0	5
"545812"	0	0	0	0	0	0	0	0	0	0	2	0	0	1
"13113"	4736	24895	498	1804	4320	8035	939	1059	4302	703	788	5426	1566	3641
"118446"	1	5	0	0	2	4	0	0	3	0	0	0	0	0
"12007"	7	67	6	16	8	30	3	21	10	5	9	3	10	14
"243302"	417	355	395	342	493	316	456	768	389	342	294	140	302	371
"545814"	0	0	0	0	0	0	0	0	3	0	0	0	0	0
"622474"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"622486"	0	0	0	0	0	0	0	0	0	0	0	2	0	0
"74570"	1586	1735	1558	1821	1336	1584	1724	4037	2097	1848	1595	537	2244	1729
"22697"	578	487	485	620	437	537	698	1103	732	420	710	125	699	667
"56314"	397	305	385	437	283	414	481	793	605	458	409	71	638	360
"26893"	1902	1566	1173	1460	1522	1735	2112	1537	1762	869	2214	385	1854	1806
"17220"	3074	1630	2624	2734	2353	2110	4446	2748	3003	1976	4711	284	3014	2809
"723926"	3	0	5	4	2	2	5	6	4	0	7	0	0	1
"723885"	1	0	0	1	0	0	0	0	1	3	1	0	0	0
"723925"	0	0	0	1	0	0	3	0	0	0	3	0	1	0
"11781"	325	283	169	398	201	307	411	385	411	155	408	23	486	494
"21343"	1158	900	877	979	986	1036	1316	1563	1194	853	1138	163	1200	1115
"66455"	330	220	351	292	292	265	516	448	419	311	465	91	423	329
"330216"	55	22	31	68	42	59	64	177	48	20	40	5	73	77
"381680"	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"66096"	430	335	187	232	302	399	426	317	453	162	378	32	415	328
"231807"	382	389	246	384	248	459	361	662	349	202	498	41	514	475
"69004"	13	5	9	3	5	9	6	8	10	10	10	0	9	6
"330217"	5	9	5	7	6	11	7	17	12	4	9	0	5	5
"71951"	26	24	66	38	45	35	116	76	62	51	84	3	93	37
"50878"	8	6	16	16	5	4	19	24	11	17	1	6	12	6
"72154"	357	266	412	318	287	237	526	509	432	406	293	37	373	237
"76658"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"24135"	888	936	1043	1202	771	990	1272	2558	1171	1138	1167	304	1366	1101
"243308"	294	234	281	268	208	233	304	491	425	360	256	56	297	173
"80752"	390	235	395	269	277	145	547	210	160	155	450	61	593	963
"384244"	0	0	1	0	1	0	1	0	0	0	0	0	1	3
"18590"	2118	1007	2176	816	1661	997	3226	1787	1872	1982	1017	234	2520	836
"19085"	16	5	14	5	21	3	22	9	28	15	5	0	11	12
"433956"	633	620	518	679	525	734	739	930	579	349	946	104	728	812
"77053"	1721	1778	1484	1787	1285	1887	2415	2406	2137	1377	1883	228	2346	1713
"67604"	857	661	403	716	584	902	1108	736	696	309	1158	119	928	1076
"231821"	853	1971	379	1299	607	1754	875	1138	924	316	1602	174	1495	1797
"68033"	716	737	314	374	497	593	696	394	632	193	701	166	559	535
"545817"	46	53	26	51	23	185	44	34	253	93	70	0	126	90
"73212"	498	339	452	608	409	296	556	1002	343	303	572	119	377	513
"723898"	0	0	0	0	0	0	1	0	1	0	0	0	0	0
"320197"	1	0	2	0	0	0	2	2	0	0	2	0	0	0
"80290"	71	151	76	58	93	127	167	75	84	58	29	1	58	38
"319772"	1	1	3	0	1	3	2	1	3	2	6	0	2	0
"76854"	19	9	49	7	25	1	118	2	25	24	2	3	15	1
"100494"	262	672	149	468	196	623	329	657	316	149	316	128	917	595
"74973"	0	0	1	0	0	0	0	0	1	0	0	0	0	0
"22255"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"231830"	1157	2012	628	973	870	1387	1065	974	1140	478	1296	265	1356	1375
"68510"	1210	1298	839	1524	858	1705	1704	1533	1334	739	2541	162	1903	1961
"17135"	655	1216	532	1159	578	1043	743	1724	668	413	1112	287	1345	1298
"231832"	941	1608	459	829	730	1474	1042	925	1110	447	672	107	1055	966
"66506"	412	271	238	352	390	320	630	408	418	138	472	26	390	378
"243312"	10	1	5	0	6	1	6	1	4	1	2	2	1	1
"17120"	541	366	494	563	487	448	678	831	490	442	979	88	759	649
"68017"	183	100	95	158	128	116	198	186	148	66	190	7	145	123
"17766"	527	318	201	366	328	421	507	446	476	160	411	23	371	440
"231834"	235	227	165	326	192	209	346	353	235	84	364	10	276	316
"27979"	8995	7723	6164	9724	7043	8149	9726	12618	7896	4804	13196	1921	9280	11615
"59031"	1	5	7	48	1	2	12	52	4	7	44	1	9	48
"77998"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16848"	317	90	211	287	269	228	456	489	470	204	414	17	424	221
"791272"	10	1	6	3	7	4	12	5	7	4	2	0	4	1
"78339"	1423	784	952	552	1343	1647	1854	896	2999	991	975	102	1547	684
"74239"	134	167	169	255	134	189	267	354	201	201	348	46	305	300
"231841"	305	258	158	319	247	350	361	406	401	146	274	18	308	306
"231842"	41	18	11	30	27	75	32	57	40	11	5	3	18	20
"14673"	324	298	267	377	258	403	395	606	432	209	375	62	416	512
"108723"	1014	140	496	6	697	160	621	27	589	342	0	19	16	6
"330222"	0	3	1	2	1	2	2	7	2	1	1	5	2	1
"17425"	1597	2038	1302	3055	1169	2168	2245	3563	2437	1361	2643	211	2701	2833
"231855"	157	202	102	171	115	258	177	218	173	84	199	19	287	259
"231858"	1	2	0	3	0	0	0	4	0	0	0	0	1	2
"56522"	11	6	10	19	11	6	8	5	19	6	14	8	17	11
"75104"	0	0	0	0	2	2	0	0	0	0	0	0	0	0
"74781"	1306	1670	877	1717	934	1762	1800	2277	1644	929	1974	212	2048	2325
"243328"	19	15	32	17	17	42	57	47	46	37	38	3	36	8
"231861"	1621	2812	1559	3002	1269	3160	2322	3861	2692	1717	3595	408	3939	3299
"231863"	72	120	42	118	52	166	105	116	131	54	173	13	151	120
"11461"	36092	82158	26394	58758	30221	79563	46145	63290	38514	21038	62388	8746	56924	82065
"14086"	0	2	3	5	1	5	16	5	2	2	6	1	11	17
"108086"	975	1047	842	1302	801	1081	1236	1941	1253	918	1437	255	1404	1211
"100504556"	2	0	1	2	5	2	0	1	3	4	5	0	1	3
"100042605"	1	4	0	0	0	0	3	1	0	0	0	0	0	3
"57782"	165	135	188	195	156	187	252	503	242	177	169	35	334	226
"330228"	0	0	0	0	0	0	0	2	0	0	0	0	2	0
"74673"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"74872"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"231866"	331	248	353	511	270	377	544	946	497	360	429	46	507	379
"54201"	179	152	183	285	125	247	300	513	279	173	184	43	337	262
"330230"	0	0	0	0	0	0	1	0	0	0	1	0	5	0
"231868"	557	363	372	684	394	543	730	1038	558	250	808	52	727	700
"72881"	451	317	271	258	324	384	418	516	376	244	337	49	455	377
"67672"	22	12	13	9	13	15	22	22	12	13	3	1	24	19
"170935"	19	6	7	9	18	11	17	2	19	5	7	1	9	0
"66913"	3240	3711	2133	2388	2772	2976	3187	3018	2874	1518	2390	481	2766	2107
"231871"	436	374	227	345	365	380	485	557	386	170	508	43	346	370
"19353"	7115	9394	5675	7548	6040	8932	8112	9854	7853	5167	8822	1696	9108	8883
"67238"	262	180	235	357	200	245	294	661	214	167	389	40	317	428
"19159"	196	260	203	335	194	302	252	577	284	210	390	154	368	543
"76800"	692	721	593	751	613	574	715	1455	757	640	792	128	670	620
"320064"	5	2	3	12	2	2	4	14	7	9	15	0	10	10
"15467"	1435	1867	1275	1432	1270	1394	1558	2902	1526	1304	1807	762	1669	1637
"66729"	8	17	6	7	5	9	6	8	8	6	8	0	15	19
"231872"	858	650	714	831	688	797	1068	1524	722	554	1036	164	715	908
"18861"	344	234	255	421	247	307	452	393	411	326	596	54	396	430
"75136"	13	8	11	4	18	1	21	11	12	10	6	5	5	3
"231874"	2179	2488	1619	1872	1706	1878	1895	2559	2020	1408	2310	629	2150	2228
"18261"	6	27	1	1	3	86	1	6	42	16	1	1	10	2
"231876"	2040	5689	1960	4527	1770	4406	3456	4901	3278	2126	5188	627	6395	5488
"17341"	422	252	279	127	361	482	509	418	660	367	65	25	425	59
"70381"	620	1017	478	1007	464	1511	910	1508	1217	536	1109	66	1825	1252
"55950"	796	621	427	683	701	943	993	764	791	307	511	46	800	748
"66898"	2011	3617	2113	2820	1624	2741	2379	3436	2322	2042	2358	1162	3283	3212
"100504231"	17	17	25	19	24	14	16	14	29	22	32	4	33	13
"53324"	61	33	18	18	60	21	19	56	20	6	6	3	63	26
"621967"	5	0	1	2	6	3	3	2	1	0	2	0	0	3
"243339"	5	0	4	2	3	2	1	1	6	1	1	1	2	2
"100683"	1750	2720	1496	2793	1276	2676	2115	3407	2554	1547	4249	294	3676	2858
"75788"	724	1165	738	1643	581	1187	1078	1925	889	517	1864	177	1890	2822
"381686"	63	18	17	6	56	4	25	2	2	0	1	1	3	1
"231885"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"69396"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"56443"	2005	2259	1095	1591	1515	2544	2455	1589	2194	930	2352	328	2384	2388
"11867"	5293	7500	3153	5959	4101	8224	6360	6612	5641	2570	7258	1337	7586	7574
"231887"	3686	3019	3952	3216	3550	2538	3642	5821	2788	2914	4585	2044	2980	3098
"231889"	718	771	504	910	585	721	742	1279	629	456	1032	183	841	949
"71799"	340	325	198	419	254	459	450	579	451	232	491	50	437	466
"54188"	631	418	425	480	539	476	698	723	635	295	623	52	524	414
"57423"	1947	1512	890	963	1456	1646	2427	814	1752	590	1613	187	1544	1267
"67235"	110	144	93	170	86	105	166	218	145	84	100	19	188	154
"22757"	314	251	201	219	246	243	358	336	342	197	205	37	305	250
"72611"	985	1277	689	1108	822	1055	961	1948	1261	812	836	300	1213	1036
"666311"	165	162	145	288	147	209	269	609	200	123	237	60	398	369
"622127"	51	39	6	0	43	5	9	1	10	1	2	11	2	7
"13114"	59	22	0	1	32	4	1	0	14	2	0	11	2	0
"100041375"	66	37	4	1	55	15	2	6	10	2	0	13	5	7
"53973"	220	117	14	1	186	27	3	10	27	3	1	35	8	9
"337924"	118	91	0	1	93	16	3	2	30	7	2	31	1	4
"13112"	2510	1245	31	5	2288	317	29	10	476	62	15	498	22	55
"56388"	755	459	46	4	735	76	92	2	186	16	28	133	40	6
"100041449"	347	229	16	3	327	50	40	1	74	15	5	50	10	4
"433961"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"622306"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"69282"	3	0	3	1	3	1	4	0	1	0	0	0	2	1
"319739"	18	19	24	5	15	15	18	5	27	23	9	4	15	2
"74132"	1659	2702	1487	2132	1404	2442	2003	3988	1985	1615	2127	615	2386	2212
"264064"	1313	1584	1196	1396	1159	1157	1215	2390	1279	983	1650	457	1246	1167
"100628626"	8341	17546	16853	10772	17889	2460	4886	15876	4944	8961	13016	782	8582	9327
"245880"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"623198"	1	0	2	0	1	3	0	0	0	0	0	0	0	0
"622924"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"67410"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100041548"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100041554"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100041566"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100041578"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"14738"	0	0	0	0	0	0	0	0	1	2	0	0	0	0
"22217"	1725	3202	1500	1621	1415	2796	2113	3026	2307	1809	1987	896	2609	1380
"19933"	7650	5725	5561	6272	6120	5773	9513	8527	7603	4624	5713	1331	6253	6231
"68895"	13	17	38	59	13	37	60	67	16	21	22	7	24	50
"66596"	290	244	227	229	214	214	369	306	251	136	259	71	224	251
"76366"	458	522	419	421	357	400	480	803	430	362	421	223	456	493
"140887"	605	724	581	694	496	801	817	1429	757	569	781	438	807	637
"20018"	2008	1833	1228	2080	1575	1849	2667	1895	1932	870	2368	321	2230	2372
"14842"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"70147"	99	16	79	12	12	4	26	0	3	1	21	34	1	80
"18609"	333	99	370	78	42	4	44	19	3	3	82	89	10	417
"12591"	3713	4515	3214	3933	3149	7015	7238	5903	5999	3449	3534	434	5495	3104
"231903"	45	37	42	18	25	36	75	17	36	18	10	0	21	9
"14255"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100039805"	0	1	1	0	0	0	1	5	1	1	2	0	0	0
"72587"	1204	1595	1272	1618	998	1392	1422	3032	1610	1391	1767	303	1930	1495
"14254"	0	1	0	0	0	0	3	2	0	0	0	0	1	1
"66537"	2015	2196	1456	1573	1527	2099	2312	1867	2004	1093	2353	462	2246	2157
"71706"	167	447	32	20	147	301	75	42	302	94	32	27	125	34
"77521"	193	174	202	185	129	57	199	152	48	58	168	60	42	209
"11987"	5030	5106	3196	11080	4086	7409	5247	17060	5705	3090	6628	1011	6530	8892
"100503260"	443	380	255	363	335	306	442	371	318	141	393	66	350	362
"24109"	2301	2594	1500	2082	1809	2632	2230	3147	2889	1858	1863	516	2672	2413
"70138"	23	12	30	15	16	10	19	29	16	14	11	1	21	21
"231912"	47	14	52	66	44	34	54	126	76	65	35	11	47	47
"71473"	0	0	1	1	0	0	0	1	0	0	0	0	0	0
"69820"	4	2	1	0	5	0	4	1	13	6	0	0	3	1
"319982"	51	39	49	45	41	62	62	90	108	92	33	16	78	36
"100503307"	32	4	18	3	12	6	15	15	28	10	12	1	8	13
"15289"	1281	779	891	883	987	607	1037	937	1177	730	1209	186	754	679
"433966"	0	0	0	3	0	0	1	0	1	0	0	0	1	0
"667410"	105	110	36	42	71	73	80	42	60	29	38	3	40	35
"231915"	735	635	664	854	635	653	982	1618	897	554	1117	83	849	898
"69657"	0	2	4	0	0	1	3	0	2	0	0	0	0	0
"11690"	15	4	50	24	15	9	117	31	17	40	6	0	82	24
"100503484"	0	0	3	0	0	1	2	5	0	1	0	0	6	0
"70717"	1	1	0	4	1	0	1	2	3	0	5	0	0	0
"75860"	1	2	1	1	0	2	1	0	0	0	0	0	0	0
"100415916"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"381693"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"15505"	2178	2139	2571	3304	1837	1354	3178	4820	2282	2314	7042	591	2316	2819
"100503999"	0	0	1	0	0	0	0	1	2	0	1	0	0	0
"433968"	26	13	11	25	13	20	27	13	25	7	23	3	14	31
"381694"	1068	760	1648	948	894	499	1964	1704	1158	1834	548	156	743	576
"100861794"	1	0	0	0	1	0	0	0	0	0	0	0	0	0
"70969"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"140498"	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"320365"	70	126	88	52	62	367	122	297	460	375	10	9	487	22
"194292"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"545824"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"12190"	871	522	834	1228	621	599	875	1920	961	1118	1426	225	939	821
"100637"	196	124	31	31	165	25	71	37	42	24	20	8	28	23
"381695"	1729	1996	1495	2235	1424	1469	1968	3437	2060	1744	2112	552	2100	1945
"100710"	1380	1180	1833	2181	1203	1210	1699	4193	1979	2346	2246	426	1664	1297
"16591"	0	0	3	1	0	0	1	0	3	1	0	2	1	0
"667510"	15	24	14	34	11	23	30	49	44	8	28	6	36	30
"243362"	540	712	538	982	486	492	768	995	750	392	1292	105	724	1037
"625175"	1	1	1	0	1	3	1	0	1	1	0	0	3	1
"632671"	0	1	4	1	5	1	0	5	3	2	3	0	1	2
"69263"	869	340	576	483	681	573	924	562	863	499	779	84	574	518
"100503733"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"665290"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"624931"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"665755"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100862115"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100862166"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"665521"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100862150"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100862230"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100862192"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100862202"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100862180"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100862245"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100861655"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100861624"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100041712"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100041672"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"384199"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"625240"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"545762"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"545763"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"620551"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100041806"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"665729"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100039010"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100038995"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100861603"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"620639"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"19791"	35769	73368	65461	46934	79760	13941	24114	65726	34127	43875	78685	8682	70246	53904
"667335"	0	0	4	0	0	0	0	8	2	2	0	0	4	0
"330256"	373	457	417	513	240	476	463	886	568	512	540	82	534	500
"209086"	1767	6151	1863	3716	1191	3027	1599	6082	1839	2512	2327	1682	2745	3690
"101202"	795	831	439	374	605	1703	629	1218	1919	921	198	216	2165	344
"73288"	1090	1429	896	1407	835	1196	1037	2116	1290	846	1618	393	1514	1370
"12311"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100124468"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"723877"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"21789"	193	61	65	19	175	258	64	136	463	157	0	6	11	6
"14699"	7	0	1	0	8	0	1	6	9	8	0	2	0	0
"66066"	110	16	40	6	121	75	60	33	152	37	0	2	5	3
"12068"	743	689	472	604	660	698	553	865	788	454	538	110	636	496
"12843"	0	2	0	0	0	0	0	0	0	0	1	0	0	0
"100862129"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"213819"	193	194	189	424	159	184	226	713	380	219	257	40	386	351
"20392"	2	0	1	0	0	0	2	5	1	2	0	0	0	0
"170676"	2	0	1	0	3	0	1	5	0	0	1	3	0	2
"100040018"	32	72	13	49	28	23	21	36	13	5	37	17	35	74
"243725"	463	398	442	528	335	449	453	1228	692	583	312	28	482	403
"18979"	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"269823"	570	484	426	360	355	546	522	718	828	553	358	81	742	410
"330260"	2886	3698	2264	1988	2005	3210	2401	3460	3134	2148	3206	1152	3490	2698
"65255"	7	4	3	0	4	5	1	0	11	0	3	0	5	0
"27273"	7	6	8	0	12	0	8	0	2	0	0	6	1	0
"13426"	0	0	0	0	1	6	0	8	6	2	0	2	9	0
"72249"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"50799"	1646	1929	1698	1549	1030	1616	2072	1951	1874	1345	1931	336	1741	1410
"20422"	2000	1936	1850	1420	1745	1771	2274	2940	1830	1626	1987	1008	1978	1779
"320038"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"13396"	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"13397"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"13395"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"71238"	134	144	82	112	89	90	139	134	77	42	88	40	104	98
"100502597"	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"21333"	448	312	124	63	365	140	173	64	377	92	28	56	156	69
"27053"	10091	7994	5533	12138	7096	10511	9449	17988	6417	3585	5679	1523	6022	9268
"94192"	985	3737	1184	3081	972	2907	1276	6107	2729	2330	3053	1219	3567	2930
"213945"	6	2	2	10	5	25	4	142	21	21	5	1	28	3
"252875"	580	665	487	1179	515	625	643	2311	730	558	1128	213	906	1208
"68240"	668	438	494	435	488	513	850	376	675	338	725	87	606	447
"100036521"	336	700	211	237	328	502	307	353	418	216	313	96	388	220
"100504206"	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"100862035"	2	0	1	0	0	2	0	0	0	2	0	0	2	0
"320312"	21	28	8	10	24	26	16	14	33	27	12	7	18	5
"170772"	349	282	353	288	289	362	446	727	538	523	422	86	566	212
"15893"	323	378	268	520	216	450	269	873	465	277	521	89	632	628
"18231"	1	0	1	3	6	3	7	8	8	7	0	5	13	4
"57866"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"17992"	2927	1973	1306	1427	2200	2236	2999	1401	2779	983	2645	546	1836	1979
"75725"	1016	1232	1073	1437	931	1063	1173	3043	1108	1275	1444	568	1329	1472
"100504223"	0	1	3	1	0	1	1	3	2	1	1	0	2	0
"625347"	47	67	52	62	40	42	58	113	37	49	53	44	51	33
"330267"	26	238	54	91	33	602	63	758	200	199	12	62	198	78
"71900"	1077	3722	1329	2419	999	2490	1565	4299	2052	2039	1864	1033	2626	2822
"232585"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"277899"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"69413"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"101118"	715	999	690	1521	568	918	829	2289	936	597	1282	173	1132	1400
"101148"	413	758	348	768	293	495	440	875	512	285	671	111	737	764
"64450"	12	21	19	14	10	4	21	8	4	5	3	2	17	8
"66520"	450	494	307	586	324	474	627	690	445	227	807	55	649	709
"76311"	90	103	103	86	87	94	125	150	110	126	93	43	96	57
"140491"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"114142"	0	2	0	0	1	1	0	0	0	0	0	1	3	1
"16543"	70	135	48	377	75	380	63	1084	195	165	168	17	273	219
"21426"	0	8	0	0	0	2	0	0	0	0	2	7	0	1
"100504308"	2	3	2	2	6	3	1	3	9	0	1	5	4	2
"21753"	2291	4241	1749	3468	1980	3995	3150	4412	2982	1909	3831	802	4239	4315
"232599"	14	8	6	6	5	8	11	13	9	8	26	2	20	10
"100862080"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"12390"	15	1144	67	2367	12	229	147	639	26	21	2861	278	528	4256
"12389"	1	141	6	632	2	43	20	105	2	2	516	31	74	1414
"17295"	1372	2324	1014	2709	1080	2061	1228	3543	1727	1094	3081	542	2372	2754
"12343"	2378	4271	2074	2993	2010	3509	2592	4274	3213	2376	3448	1242	3487	3367
"100504329"	293	371	236	253	266	271	267	440	264	223	299	54	273	287
"64213"	419	332	280	424	351	331	384	591	297	231	330	55	296	451
"22413"	0	0	0	1	0	1	0	0	0	1	0	0	0	0
"74068"	2	1	1	2	1	2	2	5	0	1	3	0	1	1
"12638"	6934	7249	5801	11212	5390	5423	7452	13838	8823	7815	8901	1485	6250	8383
"30785"	380	20	261	39	268	15	200	57	100	82	70	17	7	22
"100504344"	36	73	62	150	33	70	88	121	76	53	125	10	103	177
"76522"	1028	825	729	1029	833	761	1232	994	840	520	1174	109	753	862
"75196"	0	0	0	0	0	0	0	0	0	0	1	0	0	2
"16508"	0	1	1	1	1	0	0	2	0	0	0	0	0	1
"269831"	2030	3097	2644	4095	1519	2196	2538	6084	2448	2458	2054	658	3967	3363
"71777"	383	396	442	681	331	381	458	1303	466	415	490	90	522	531
"214642"	22	20	111	43	22	38	166	197	31	172	17	1	61	10
"667307"	0	1	1	0	0	0	1	0	0	0	0	0	1	0
"93735"	0	3	0	0	0	1	0	2	0	0	0	0	0	0
"27999"	1691	2415	1100	1371	1333	2036	1428	2750	1612	1417	1010	686	1940	1292
"19283"	0	5	1	4	0	0	0	3	0	1	2	3	3	17
